Number of data: 20000
Number of incorrect classifications: 8717
Test Sample Error Rate: 0.435828
Battacharyya bound: 0.373529
Chernoff bound: 0.3
         beta*: 0.999998
1.43882, 0.54064, ONE, ONE, o
5.2101, 2.79121, TWO, TWO, o
2.80508, 1.58694, TWO, TWO, o
5.08854, 3.44927, TWO, TWO, o
3.41533, 4.41971, TWO, TWO, o
2.63299, 5.50417, TWO, TWO, o
2.7893, 4.62307, TWO, TWO, o
4.62826, 3.6999, TWO, TWO, o
5.16234, 3.22414, TWO, TWO, o
4.00926, 3.16662, TWO, TWO, o
2.5666, 4.63457, TWO, TWO, o
3.35907, 3.89986, TWO, TWO, o
2.9067, 4.52185, TWO, TWO, o
3.58979, 5.41103, TWO, TWO, o
3.72117, 4.5064, TWO, TWO, o
4.55985, 3.57563, TWO, TWO, o
4.09439, 4.68204, TWO, TWO, o
5.11448, 6.31199, TWO, TWO, o
5.04588, 2.41916, TWO, TWO, o
4.96099, 4.82975, TWO, TWO, o
4.47226, 3.1109, TWO, TWO, o
2.58769, 3.94237, TWO, TWO, o
2.42991, 2.8193, TWO, TWO, o
3.75544, 3.36076, TWO, TWO, o
3.68584, 1.50224, TWO, TWO, o
3.99897, 4.97532, TWO, TWO, o
3.50677, 3.32168, TWO, TWO, o
3.30953, 3.52368, TWO, TWO, o
3.72579, 3.30032, TWO, TWO, o
3.74898, 5.77581, TWO, TWO, o
4.68155, 2.49158, TWO, TWO, o
6.09097, 5.28319, TWO, TWO, o
3.84451, 5.06239, TWO, TWO, o
3.94482, 3.53158, TWO, TWO, o
4.30292, 2.7011, TWO, TWO, o
4.04326, 6.08858, TWO, TWO, o
2.60743, 6.9557, TWO, TWO, o
1.70837, 4.68962, TWO, TWO, o
3.23991, 4.10077, TWO, TWO, o
4.40475, 4.33411, TWO, TWO, o
4.14808, 4.88953, TWO, TWO, o
5.05459, 1.64057, TWO, TWO, o
5.59025, 4.7493, TWO, TWO, o
3.7828, 3.32594, TWO, TWO, o
4.62189, 3.8765, TWO, TWO, o
2.93289, 5.42578, TWO, TWO, o
4.66831, 5.75478, TWO, TWO, o
3.9231, 3.97955, TWO, TWO, o
3.30912, 3.39074, TWO, TWO, o
5.80173, 2.88972, TWO, TWO, o
5.28364, 3.90178, TWO, TWO, o
3.53132, 3.32116, TWO, TWO, o
3.25916, 4.5917, TWO, TWO, o
4.03764, 5.5732, TWO, TWO, o
3.63339, 3.65851, TWO, TWO, o
3.60732, 3.96887, TWO, TWO, o
4.53205, 2.24702, TWO, TWO, o
2.43755, 3.33271, TWO, TWO, o
2.9913, 2.85538, TWO, TWO, o
4.51465, 4.06316, TWO, TWO, o
4.0136, 4.33512, TWO, TWO, o
4.95728, 5.71614, TWO, TWO, o
4.67796, 2.72998, TWO, TWO, o
3.90435, 5.81752, TWO, TWO, o
4.9555, 3.29805, TWO, TWO, o
3.32203, 3.8046, TWO, TWO, o
3.88206, 4.16667, TWO, TWO, o
4.03517, 4.35024, TWO, TWO, o
3.96105, 4.31273, TWO, TWO, o
3.82547, 3.46644, TWO, TWO, o
4.41471, 4.24609, TWO, TWO, o
2.85354, 3.85883, TWO, TWO, o
3.43162, 6.27243, TWO, TWO, o
5.12338, 4.70558, TWO, TWO, o
4.5351, 5.30286, TWO, TWO, o
5.35227, 6.62202, TWO, TWO, o
3.30873, 4.25422, TWO, TWO, o
3.45544, 2.84457, TWO, TWO, o
3.61608, 3.59992, TWO, TWO, o
3.82637, 4.09417, TWO, TWO, o
4.35792, 5.30408, TWO, TWO, o
7.02245, 1.89455, TWO, TWO, o
3.39904, 5.26562, TWO, TWO, o
2.36092, 3.54206, TWO, TWO, o
5.38318, 1.65978, TWO, TWO, o
3.76742, 5.03388, TWO, TWO, o
4.80284, 3.98925, TWO, TWO, o
5.7534, 3.49492, TWO, TWO, o
4.94641, 3.42765, TWO, TWO, o
4.73688, 4.4974, TWO, TWO, o
5.8331, 4.14617, TWO, TWO, o
4.54149, 5.41056, TWO, TWO, o
3.47555, 4.14582, TWO, TWO, o
2.72226, 3.97078, TWO, TWO, o
4.33447, 3.84934, TWO, TWO, o
5.25608, 2.82481, TWO, TWO, o
3.27947, 4.27281, TWO, TWO, o
3.9741, 3.29589, TWO, TWO, o
3.83457, 5.52619, TWO, TWO, o
3.35807, 2.29365, TWO, TWO, o
4.77198, 4.17513, TWO, TWO, o
4.99795, 4.88492, TWO, TWO, o
3.6253, 4.4815, TWO, TWO, o
2.17176, 5.86305, TWO, TWO, o
3.74071, 3.84274, TWO, TWO, o
4.15296, 3.21003, TWO, TWO, o
5.21549, 4.50195, TWO, TWO, o
4.22823, 3.92749, TWO, TWO, o
3.07725, 5.34352, TWO, TWO, o
2.66615, 2.99152, TWO, TWO, o
4.06401, 3.96169, TWO, TWO, o
5.53463, 5.47309, TWO, TWO, o
2.95688, 3.05633, TWO, TWO, o
5.31807, 4.52016, TWO, TWO, o
3.75061, 2.14024, TWO, TWO, o
4.21785, 3.60257, TWO, TWO, o
3.17566, 3.94276, TWO, TWO, o
3.38082, 5.20565, TWO, TWO, o
1.70123, 3.80213, TWO, TWO, o
4.63652, 3.99714, TWO, TWO, o
4.6529, 2.16789, TWO, TWO, o
3.37527, 3.9518, TWO, TWO, o
3.63933, 3.29267, TWO, TWO, o
3.93103, 4.09764, TWO, TWO, o
4.47174, 5.72426, TWO, TWO, o
4.24476, 4.03912, TWO, TWO, o
4.79699, 4.82653, TWO, TWO, o
7.26898, 3.48006, TWO, TWO, o
2.32306, 5.03057, TWO, TWO, o
4.96625, 4.49931, TWO, TWO, o
3.63008, 3.77339, TWO, TWO, o
2.58649, 5.91005, TWO, TWO, o
4.72293, 3.4533, TWO, TWO, o
5.92338, 4.74521, TWO, TWO, o
2.96251, 2.55606, TWO, TWO, o
3.87209, 4.08181, TWO, TWO, o
4.27576, 3.97925, TWO, TWO, o
3.88077, 2.31805, TWO, TWO, o
2.63745, 4.43628, TWO, TWO, o
4.50259, 4.90307, TWO, TWO, o
3.9836, 5.08833, TWO, TWO, o
4.13049, 4.7766, TWO, TWO, o
2.86652, 3.7125, TWO, TWO, o
4.76916, 3.57615, TWO, TWO, o
2.92688, 4.207, TWO, TWO, o
2.8922, 4.83691, TWO, TWO, o
4.44566, 4.67865, TWO, TWO, o
2.85111, 4.55335, TWO, TWO, o
1.25828, 2.73981, TWO, TWO, o
3.78782, 4.20266, TWO, TWO, o
3.53626, 4.4661, TWO, TWO, o
3.89306, 4.03571, TWO, TWO, o
3.11043, 5.81773, TWO, TWO, o
3.66095, 3.11913, TWO, TWO, o
5.02644, 4.08828, TWO, TWO, o
2.86373, 2.60454, TWO, TWO, o
3.19645, 4.17891, TWO, TWO, o
4.64335, 6.58373, TWO, TWO, o
2.24122, 5.12227, TWO, TWO, o
4.39529, 3.89032, TWO, TWO, o
4.70081, 1.31789, TWO, TWO, o
4.1551, 3.14444, TWO, TWO, o
3.86792, 4.4003, TWO, TWO, o
3.46646, 2.75923, TWO, TWO, o
4.08202, 2.88242, TWO, TWO, o
2.58496, 3.31476, TWO, TWO, o
5.99149, 6.8627, TWO, TWO, o
3.93302, 3.42885, TWO, TWO, o
4.05336, 2.07759, TWO, TWO, o
3.41949, 5.08401, TWO, TWO, o
4.98248, 3.23173, TWO, TWO, o
5.12309, 4.83587, TWO, TWO, o
4.70373, 5.84569, TWO, TWO, o
3.22685, 4.95029, TWO, TWO, o
4.89975, 3.09973, TWO, TWO, o
2.5047, 4.80404, TWO, TWO, o
3.06615, 5.54418, TWO, TWO, o
4.55844, 3.69066, TWO, TWO, o
2.88894, 4.0935, TWO, TWO, o
2.79655, 3.6451, TWO, TWO, o
2.49502, 3.56904, TWO, TWO, o
5.30179, 3.30571, TWO, TWO, o
5.64058, 3.18024, TWO, TWO, o
3.50715, 3.12131, TWO, TWO, o
4.42098, 4.05851, TWO, TWO, o
4.06768, 4.16695, TWO, TWO, o
6.08466, 5.00661, TWO, TWO, o
3.0682, 5.06537, TWO, TWO, o
4.39791, 3.97643, TWO, TWO, o
5.39065, 4.2773, TWO, TWO, o
4.18704, 3.20708, TWO, TWO, o
6.22947, 3.79446, TWO, TWO, o
3.6141, 3.65929, TWO, TWO, o
3.91605, 3.34523, TWO, TWO, o
3.45229, 4.46697, TWO, TWO, o
4.42195, 5.51988, TWO, TWO, o
5.7111, 4.79182, TWO, TWO, o
5.21464, 3.29517, TWO, TWO, o
2.71317, 3.79695, TWO, TWO, o
4.01502, 4.83982, TWO, TWO, o
5.74909, 3.97706, TWO, TWO, o
5.54523, 4.44461, TWO, TWO, o
1.83115, 3.62964, TWO, TWO, o
5.94105, 3.37547, TWO, TWO, o
3.84726, 4.7546, TWO, TWO, o
3.70855, 2.69126, TWO, TWO, o
3.19999, 3.04909, TWO, TWO, o
4.61877, 2.46572, TWO, TWO, o
4.08322, 5.16262, TWO, TWO, o
4.34213, 2.98737, TWO, TWO, o
5.31107, 3.09764, TWO, TWO, o
2.93028, 3.81522, TWO, TWO, o
5.61777, 1.48791, TWO, TWO, o
4.65782, 4.50735, TWO, TWO, o
5.80419, 2.34645, TWO, TWO, o
4.09783, 3.31193, TWO, TWO, o
3.88944, 2.89192, TWO, TWO, o
5.22634, 5.98803, TWO, TWO, o
2.46207, 3.25766, TWO, TWO, o
4.6114, 3.88348, TWO, TWO, o
4.21412, 5.09777, TWO, TWO, o
4.07629, 3.82236, TWO, TWO, o
4.22242, 5.20101, TWO, TWO, o
4.34354, 4.1482, TWO, TWO, o
4.46476, 3.22217, TWO, TWO, o
6.1752, 4.90704, TWO, TWO, o
3.79621, 5.32499, TWO, TWO, o
4.41623, 4.44862, TWO, TWO, o
3.34959, 3.09658, TWO, TWO, o
3.48287, 3.28798, TWO, TWO, o
4.68419, 1.3527, TWO, TWO, o
5.89532, 4.6635, TWO, TWO, o
3.41319, 2.96031, TWO, TWO, o
5.00253, 2.56862, TWO, TWO, o
6.13553, 3.12359, TWO, TWO, o
4.86787, 4.22947, TWO, TWO, o
2.15791, 2.51143, TWO, TWO, o
3.35327, 2.89242, TWO, TWO, o
3.6441, 4.72074, TWO, TWO, o
1.94175, 1.74566, TWO, TWO, o
4.75604, 4.53306, TWO, TWO, o
4.77821, 3.58587, TWO, TWO, o
3.02534, 4.62595, TWO, TWO, o
3.34512, 2.81333, TWO, TWO, o
4.84875, 3.97071, TWO, TWO, o
3.40773, 4.42768, TWO, TWO, o
4.73424, 3.79325, TWO, TWO, o
5.35189, 3.88465, TWO, TWO, o
5.14822, 5.44249, TWO, TWO, o
1.36086, 4.44401, TWO, TWO, o
4.2836, 3.13193, TWO, TWO, o
1.34895, 3.98016, TWO, TWO, o
4.15639, 4.66966, TWO, TWO, o
2.99372, 4.49189, TWO, TWO, o
3.98756, 2.65295, TWO, TWO, o
3.87667, 4.09375, TWO, TWO, o
4.35978, 4.09328, TWO, TWO, o
4.6348, 4.81183, TWO, TWO, o
3.09571, 3.0618, TWO, TWO, o
5.02856, 3.76504, TWO, TWO, o
6.11404, 3.61371, TWO, TWO, o
4.41203, 3.73347, TWO, TWO, o
4.23808, 4.47569, TWO, TWO, o
3.58293, 4.49112, TWO, TWO, o
3.123, 4.31691, TWO, TWO, o
4.50598, 4.04219, TWO, TWO, o
4.07958, 3.07389, TWO, TWO, o
4.40359, 4.73606, TWO, TWO, o
3.81864, 3.2128, TWO, TWO, o
5.04387, 4.04544, TWO, TWO, o
4.01875, 3.72802, TWO, TWO, o
4.10679, 4.72263, TWO, TWO, o
4.235, 3.69861, TWO, TWO, o
4.37262, 4.33284, TWO, TWO, o
3.14977, 2.13482, TWO, TWO, o
3.59517, 4.88751, TWO, TWO, o
3.13155, 4.07829, TWO, TWO, o
3.50903, 5.21023, TWO, TWO, o
2.31783, 3.96475, TWO, TWO, o
2.87343, 5.28373, TWO, TWO, o
1.93002, 3.4421, TWO, TWO, o
3.64782, 3.36158, TWO, TWO, o
3.80903, 2.37827, TWO, TWO, o
4.26723, 5.40977, TWO, TWO, o
3.37911, 4.83245, TWO, TWO, o
5.37772, 2.44137, TWO, TWO, o
3.68554, 4.74407, TWO, TWO, o
4.71223, 3.11967, TWO, TWO, o
5.36359, 5.26592, TWO, TWO, o
2.99391, 4.49733, TWO, TWO, o
3.58535, 4.83322, TWO, TWO, o
2.15087, 3.57307, TWO, TWO, o
3.36458, 3.48841, TWO, TWO, o
5.69038, 4.13827, TWO, TWO, o
2.88939, 4.03327, TWO, TWO, o
3.91545, 2.29367, TWO, TWO, o
3.07838, 3.59253, TWO, TWO, o
2.75066, 4.04824, TWO, TWO, o
2.27785, 5.04889, TWO, TWO, o
3.81928, 5.85627, TWO, TWO, o
5.84641, 3.81642, TWO, TWO, o
3.30306, 3.60024, TWO, TWO, o
3.15954, 4.15471, TWO, TWO, o
2.57454, 2.48228, TWO, TWO, o
5.6343, 3.84535, TWO, TWO, o
4.38656, 3.85688, TWO, TWO, o
3.51594, 3.80436, TWO, TWO, o
2.36772, 3.2301, TWO, TWO, o
3.78947, 4.97427, TWO, TWO, o
4.08316, 3.59238, TWO, TWO, o
4.69839, 3.47201, TWO, TWO, o
1.80944, 4.15402, TWO, TWO, o
2.33059, 3.40405, TWO, TWO, o
4.52151, 3.81664, TWO, TWO, o
2.54171, 4.81831, TWO, TWO, o
3.92694, 5.20227, TWO, TWO, o
3.84361, 2.5073, TWO, TWO, o
2.68176, 4.22945, TWO, TWO, o
3.4987, 4.62564, TWO, TWO, o
3.71866, 4.19614, TWO, TWO, o
6.23115, 2.88593, TWO, TWO, o
4.24956, 4.73231, TWO, TWO, o
1.83214, 5.16197, TWO, TWO, o
4.00254, 5.24359, TWO, TWO, o
4.3333, 3.79976, TWO, TWO, o
4.578, 3.17465, TWO, TWO, o
3.06074, 5.98899, TWO, TWO, o
4.65403, 2.15897, TWO, TWO, o
5.12346, 4.38166, TWO, TWO, o
4.35213, 6.51295, TWO, TWO, o
5.22633, 3.87778, TWO, TWO, o
4.57364, 3.41357, TWO, TWO, o
4.09761, 3.1484, TWO, TWO, o
4.41331, 4.29748, TWO, TWO, o
3.25982, 5.11412, TWO, TWO, o
3.92914, 3.35393, TWO, TWO, o
2.48944, 2.65243, TWO, TWO, o
6.07704, 1.9967, TWO, TWO, o
2.22504, 5.15408, TWO, TWO, o
4.26874, 3.68258, TWO, TWO, o
4.39415, 3.44963, TWO, TWO, o
4.30307, 2.72085, TWO, TWO, o
3.09772, 5.0584, TWO, TWO, o
5.51901, 2.74303, TWO, TWO, o
4.88024, 3.81311, TWO, TWO, o
5.45437, 3.6774, TWO, TWO, o
4.92117, 4.42127, TWO, TWO, o
3.79353, 2.41931, TWO, TWO, o
4.5914, 4.79652, TWO, TWO, o
4.41701, 3.88908, TWO, TWO, o
4.14155, 5.74495, TWO, TWO, o
4.35091, 4.10358, TWO, TWO, o
4.40772, 4.36555, TWO, TWO, o
4.44237, 5.20997, TWO, TWO, o
4.31629, 3.5673, TWO, TWO, o
4.20956, 4.50301, TWO, TWO, o
4.11118, 3.43104, TWO, TWO, o
3.35574, 2.18316, TWO, TWO, o
3.34844, 3.61562, TWO, TWO, o
5.61468, 4.06634, TWO, TWO, o
2.89467, 4.19551, TWO, TWO, o
3.88901, 3.38773, TWO, TWO, o
3.50254, 4.01957, TWO, TWO, o
4.23707, 5.7736, TWO, TWO, o
4.95984, 2.91804, TWO, TWO, o
3.73078, 3.98289, TWO, TWO, o
4.07335, 4.2922, TWO, TWO, o
4.68552, 2.5946, TWO, TWO, o
4.05896, 5.74023, TWO, TWO, o
3.69118, 3.79716, TWO, TWO, o
3.42708, 2.82825, TWO, TWO, o
2.33149, 3.07162, TWO, TWO, o
3.78775, 3.05169, TWO, TWO, o
3.68774, 4.72084, TWO, TWO, o
4.68414, 2.66286, TWO, TWO, o
5.23919, 3.61404, TWO, TWO, o
4.11833, 3.29832, TWO, TWO, o
5.26525, 2.82098, TWO, TWO, o
3.27707, 4.58237, TWO, TWO, o
5.80194, 6.30957, TWO, TWO, o
3.85361, 4.28856, TWO, TWO, o
4.66482, 2.63103, TWO, TWO, o
5.32759, 2.95021, TWO, TWO, o
6.15554, 4.60294, TWO, TWO, o
3.35593, 4.51331, TWO, TWO, o
4.51639, 4.56954, TWO, TWO, o
1.97475, 3.17193, TWO, TWO, o
5.05247, 5.8432, TWO, TWO, o
3.0121, 2.67666, TWO, TWO, o
3.15372, 3.7709, TWO, TWO, o
5.14575, 5.23291, TWO, TWO, o
3.67898, 3.8276, TWO, TWO, o
3.88668, 2.86026, TWO, TWO, o
4.31921, 4.64864, TWO, TWO, o
3.55903, 4.48683, TWO, TWO, o
2.20405, 4.71942, TWO, TWO, o
4.52869, 3.20224, TWO, TWO, o
6.30661, 4.76433, TWO, TWO, o
3.92312, 3.19015, TWO, TWO, o
4.24057, 5.90046, TWO, TWO, o
4.96784, 4.51327, TWO, TWO, o
3.36129, 5.03791, TWO, TWO, o
4.31842, 3.47827, TWO, TWO, o
3.59409, 4.29431, TWO, TWO, o
4.5671, 4.21671, TWO, TWO, o
3.31133, 3.98329, TWO, TWO, o
2.99, 3.82619, TWO, TWO, o
1.11812, 4.03428, TWO, TWO, o
3.42452, 3.03207, TWO, TWO, o
6.26449, 4.12019, TWO, TWO, o
3.43251, 3.62155, TWO, TWO, o
3.27599, 4.37653, TWO, TWO, o
4.89315, 2.80495, TWO, TWO, o
2.42973, 3.35019, TWO, TWO, o
4.63126, 5.14624, TWO, TWO, o
3.16492, 4.14882, TWO, TWO, o
4.01472, 4.14119, TWO, TWO, o
3.95778, 2.60056, TWO, TWO, o
4.45805, 4.96007, TWO, TWO, o
3.97914, 3.24669, TWO, TWO, o
3.8885, 3.42969, TWO, TWO, o
4.08748, 6.66026, TWO, TWO, o
4.90007, 3.93838, TWO, TWO, o
5.57728, 2.86232, TWO, TWO, o
3.35879, 3.46805, TWO, TWO, o
5.28594, 4.65806, TWO, TWO, o
3.82626, 2.79709, TWO, TWO, o
3.0722, 4.27708, TWO, TWO, o
5.2969, 4.53112, TWO, TWO, o
2.42824, 3.45645, TWO, TWO, o
2.99832, 4.86642, TWO, TWO, o
3.63627, 2.73447, TWO, TWO, o
4.79358, 4.1653, TWO, TWO, o
3.54166, 3.23832, TWO, TWO, o
5.33414, 3.83834, TWO, TWO, o
4.29829, 4.06436, TWO, TWO, o
5.57933, 3.3773, TWO, TWO, o
3.53706, 3.35478, TWO, TWO, o
5.03427, 3.01745, TWO, TWO, o
6.46099, 3.46945, TWO, TWO, o
5.19679, 3.28688, TWO, TWO, o
4.40894, 3.0334, TWO, TWO, o
3.88549, 2.27744, TWO, TWO, o
5.84324, 3.64084, TWO, TWO, o
2.8509, 2.57385, TWO, TWO, o
3.60247, 3.3627, TWO, TWO, o
3.29303, 4.93847, TWO, TWO, o
4.43696, 4.46299, TWO, TWO, o
3.84725, 4.91122, TWO, TWO, o
4.01087, 4.28376, TWO, TWO, o
4.31285, 4.86665, TWO, TWO, o
3.44835, 2.89475, TWO, TWO, o
3.4439, 3.87812, TWO, TWO, o
5.73516, 3.45135, TWO, TWO, o
4.8573, 3.98125, TWO, TWO, o
6.02745, 3.81339, TWO, TWO, o
5.49525, 5.58901, TWO, TWO, o
4.50611, 4.95623, TWO, TWO, o
4.98527, 3.98493, TWO, TWO, o
4.96957, 3.87781, TWO, TWO, o
3.78371, 4.62983, TWO, TWO, o
4.39603, 2.90971, TWO, TWO, o
2.61054, 3.11791, TWO, TWO, o
4.9273, 4.32204, TWO, TWO, o
2.4043, 3.83091, TWO, TWO, o
5.77846, 5.27453, TWO, TWO, o
3.13231, 3.8974, TWO, TWO, o
2.35931, 5.61892, TWO, TWO, o
2.1873, 5.43494, TWO, TWO, o
5.28027, 3.58495, TWO, TWO, o
3.52784, 3.66548, TWO, TWO, o
3.53863, 3.79746, TWO, TWO, o
4.79744, 3.87831, TWO, TWO, o
5.18674, 4.9628, TWO, TWO, o
4.56768, 3.59176, TWO, TWO, o
2.71246, 4.07357, TWO, TWO, o
3.80706, 2.9413, TWO, TWO, o
2.29892, 4.13219, TWO, TWO, o
2.92802, 3.55195, TWO, TWO, o
4.33584, 1.47906, TWO, TWO, o
3.7724, 3.31794, TWO, TWO, o
3.98952, 4.53618, TWO, TWO, o
2.17456, 4.89048, TWO, TWO, o
4.80658, 3.03522, TWO, TWO, o
3.35917, 2.2707, TWO, TWO, o
3.91488, 4.49709, TWO, TWO, o
4.78535, 3.29211, TWO, TWO, o
2.82349, 5.21666, TWO, TWO, o
3.69668, 2.80876, TWO, TWO, o
5.0179, 3.95467, TWO, TWO, o
3.26285, 4.89674, TWO, TWO, o
5.6847, 4.76799, TWO, TWO, o
3.94514, 3.41696, TWO, TWO, o
3.08667, 4.31693, TWO, TWO, o
5.82241, 4.68769, TWO, TWO, o
3.46516, 3.21139, TWO, TWO, o
2.90364, 4.93951, TWO, TWO, o
2.85476, 3.39886, TWO, TWO, o
3.01262, 4.94013, TWO, TWO, o
4.16845, 4.58059, TWO, TWO, o
3.60951, 2.07043, TWO, TWO, o
5.08506, 5.86622, TWO, TWO, o
2.54196, 3.45096, TWO, TWO, o
4.3004, 4.08325, TWO, TWO, o
3.66044, 2.73081, TWO, TWO, o
3.54088, 3.75497, TWO, TWO, o
3.22867, 3.40491, TWO, TWO, o
2.32174, 3.51191, TWO, TWO, o
3.26158, 4.8476, TWO, TWO, o
3.67305, 4.66298, TWO, TWO, o
4.6534, 3.37805, TWO, TWO, o
4.76184, 4.2779, TWO, TWO, o
3.79275, 2.97803, TWO, TWO, o
4.80629, 1.89529, TWO, TWO, o
3.79309, 4.53941, TWO, TWO, o
2.94383, 4.03975, TWO, TWO, o
5.58028, 3.76822, TWO, TWO, o
3.26228, 4.16032, TWO, TWO, o
3.91318, 5.73487, TWO, TWO, o
3.70744, 4.46046, TWO, TWO, o
3.94712, 4.57863, TWO, TWO, o
6.06206, 4.52395, TWO, TWO, o
4.25442, 4.41648, TWO, TWO, o
5.40815, 5.11915, TWO, TWO, o
3.30202, 2.99975, TWO, TWO, o
3.47166, 4.0707, TWO, TWO, o
3.98586, 4.17176, TWO, TWO, o
4.14539, 2.6694, TWO, TWO, o
3.359, 5.42826, TWO, TWO, o
3.50012, 4.1663, TWO, TWO, o
3.83426, 5.74226, TWO, TWO, o
4.57694, 5.17263, TWO, TWO, o
4.92622, 4.48563, TWO, TWO, o
4.3657, 5.61158, TWO, TWO, o
4.49108, 3.66276, TWO, TWO, o
6.43334, 3.3636, TWO, TWO, o
2.8575, 3.51024, TWO, TWO, o
3.75528, 3.84905, TWO, TWO, o
2.87748, 3.65319, TWO, TWO, o
6.91399, 2.95637, TWO, TWO, o
4.76042, 3.27863, TWO, TWO, o
5.2347, 3.13182, TWO, TWO, o
4.82362, 4.07069, TWO, TWO, o
4.24244, 4.41064, TWO, TWO, o
4.5343, 3.73057, TWO, TWO, o
4.10724, 4.13836, TWO, TWO, o
4.32959, 3.10541, TWO, TWO, o
3.43969, 3.54164, TWO, TWO, o
3.99379, 2.79996, TWO, TWO, o
3.06881, 4.82584, TWO, TWO, o
4.99051, 5.00687, TWO, TWO, o
3.98773, 5.09737, TWO, TWO, o
4.86567, 2.52679, TWO, TWO, o
4.32323, 3.28675, TWO, TWO, o
5.07831, 3.3336, TWO, TWO, o
3.19767, 3.55511, TWO, TWO, o
3.64058, 3.80525, TWO, TWO, o
4.22745, 2.35461, TWO, TWO, o
4.01479, 3.15637, TWO, TWO, o
5.12945, 2.79516, TWO, TWO, o
3.45097, 3.88027, TWO, TWO, o
3.12854, 4.06652, TWO, TWO, o
3.70301, 5.20358, TWO, TWO, o
3.31666, 3.45315, TWO, TWO, o
2.83186, 2.66256, TWO, TWO, o
2.9048, 2.87811, TWO, TWO, o
3.39742, 4.55755, TWO, TWO, o
4.11285, 5.51627, TWO, TWO, o
4.39098, 5.41866, TWO, TWO, o
6.19407, 2.49977, TWO, TWO, o
2.36197, 3.44504, TWO, TWO, o
4.2014, 2.59895, TWO, TWO, o
2.7331, 5.42507, TWO, TWO, o
4.54618, 3.33556, TWO, TWO, o
3.79856, 3.04765, TWO, TWO, o
3.29615, 2.87057, TWO, TWO, o
5.07763, 4.20989, TWO, TWO, o
5.11369, 4.69178, TWO, TWO, o
3.60593, 3.04477, TWO, TWO, o
4.07379, 1.93262, TWO, TWO, o
3.15148, 3.40872, TWO, TWO, o
3.77697, 1.64436, TWO, TWO, o
3.21531, 5.08625, TWO, TWO, o
5.24361, 3.40774, TWO, TWO, o
3.59842, 3.80822, TWO, TWO, o
5.77447, 2.74249, TWO, TWO, o
6.24929, 5.78355, TWO, TWO, o
5.4586, 4.5159, TWO, TWO, o
5.46236, 5.43187, TWO, TWO, o
3.58473, 3.19223, TWO, TWO, o
3.96031, 4.46948, TWO, TWO, o
3.56649, 5.21476, TWO, TWO, o
5.11417, 3.44633, TWO, TWO, o
5.15042, 2.24217, TWO, TWO, o
5.13784, 4.21091, TWO, TWO, o
3.16023, 4.58009, TWO, TWO, o
4.87073, 4.60015, TWO, TWO, o
3.91807, 3.95829, TWO, TWO, o
5.45066, 4.78955, TWO, TWO, o
4.45184, 4.19944, TWO, TWO, o
3.05213, 2.49113, TWO, TWO, o
4.0031, 4.40102, TWO, TWO, o
1.70853, 3.63697, TWO, TWO, o
5.33839, 4.50617, TWO, TWO, o
3.11699, 3.94528, TWO, TWO, o
3.58161, 3.64871, TWO, TWO, o
4.70607, 4.28731, TWO, TWO, o
4.32555, 3.93962, TWO, TWO, o
2.12536, 4.37111, TWO, TWO, o
3.68664, 2.17841, TWO, TWO, o
5.26853, 4.9371, TWO, TWO, o
5.02555, 3.45961, TWO, TWO, o
4.81655, 5.71376, TWO, TWO, o
4.83098, 2.89801, TWO, TWO, o
2.14119, 4.73205, TWO, TWO, o
4.5406, 3.06779, TWO, TWO, o
3.86341, 3.36949, TWO, TWO, o
4.57061, 3.12679, TWO, TWO, o
2.66328, 3.76346, TWO, TWO, o
2.67697, 4.73653, TWO, TWO, o
4.44058, 4.31362, TWO, TWO, o
4.29285, 2.60259, TWO, TWO, o
2.46018, 3.30251, TWO, TWO, o
4.05305, 2.98426, TWO, TWO, o
3.83264, 6.39626, TWO, TWO, o
3.923, 2.93657, TWO, TWO, o
4.84145, 4.63668, TWO, TWO, o
3.98164, 4.97666, TWO, TWO, o
4.49683, 3.69717, TWO, TWO, o
3.45584, 5.18902, TWO, TWO, o
2.65463, 5.19575, TWO, TWO, o
5.13653, 5.23079, TWO, TWO, o
2.38393, 5.39797, TWO, TWO, o
3.97011, 4.48869, TWO, TWO, o
4.70301, 1.88361, TWO, TWO, o
3.29898, 5.08772, TWO, TWO, o
3.03799, 4.4779, TWO, TWO, o
3.69909, 4.25859, TWO, TWO, o
3.48637, 5.4238, TWO, TWO, o
2.32191, 4.9897, TWO, TWO, o
3.67926, 2.95205, TWO, TWO, o
3.86828, 4.02607, TWO, TWO, o
3.93613, 3.54762, TWO, TWO, o
4.3727, 2.30321, TWO, TWO, o
2.96624, 4.88817, TWO, TWO, o
3.7561, 5.39579, TWO, TWO, o
2.52009, 4.19568, TWO, TWO, o
3.98179, 3.05853, TWO, TWO, o
4.31322, 3.36259, TWO, TWO, o
2.30544, 3.67616, TWO, TWO, o
3.4829, 4.88282, TWO, TWO, o
4.20433, 4.58145, TWO, TWO, o
2.94764, 3.41404, TWO, TWO, o
3.76502, 3.66774, TWO, TWO, o
4.92285, 3.66379, TWO, TWO, o
3.15857, 4.40064, TWO, TWO, o
5.03946, 6.56542, TWO, TWO, o
3.56712, 3.26808, TWO, TWO, o
6.4195, 3.4421, TWO, TWO, o
4.22224, 3.33791, TWO, TWO, o
4.33011, 3.86914, TWO, TWO, o
4.35271, 2.73596, TWO, TWO, o
3.84232, 4.51631, TWO, TWO, o
